Episode: 1/10000, Total Frames: 357, Tiles Visited: 12, Total Rewards: -142.0000000000009, Epsilon: 0.99, Policy: SAFE
Episode: 2181/10000, Total Frames: 42, Tiles Visited: 3, Total Rewards: -16.10000000000001, Epsilon: 0.3, Policy: AGENT
Episode: 2182/10000, Total Frames: 346, Tiles Visited: 3, Total Rewards: -136.2000000000008, Epsilon: 0.3, Policy: RISK
Episode: 2183/10000, Total Frames: 55, Tiles Visited: 4, Total Rewards: -21.399999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 2184/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2185/10000, Total Frames: 42, Tiles Visited: 4, Total Rewards: -16.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2186/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -32.19999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2187/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2188/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2189/10000, Total Frames: 172, Tiles Visited: 3, Total Rewards: -67.89999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 2190/10000, Total Frames: 118, Tiles Visited: 8, Total Rewards: -46.699999999999896, Epsilon: 0.3, Policy: AGENT
Episode: 2191/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2192/10000, Total Frames: 125, Tiles Visited: 3, Total Rewards: -49.39999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 2193/10000, Total Frames: 76, Tiles Visited: 3, Total Rewards: -29.599999999999962, Epsilon: 0.3, Policy: AGENT
Episode: 2194/10000, Total Frames: 192, Tiles Visited: 3, Total Rewards: -75.2, Epsilon: 0.3, Policy: RISK
Episode: 2195/10000, Total Frames: 67, Tiles Visited: 4, Total Rewards: -26.19999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2196/10000, Total Frames: 63, Tiles Visited: 4, Total Rewards: -24.49999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 2197/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2198/10000, Total Frames: 32, Tiles Visited: 3, Total Rewards: -12.300000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2199/10000, Total Frames: 166, Tiles Visited: 3, Total Rewards: -65.09999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 2200/10000, Total Frames: 419, Tiles Visited: 3, Total Rewards: -165.20000000000124, Epsilon: 0.3, Policy: RISK
Episode: 2201/10000, Total Frames: 129, Tiles Visited: 3, Total Rewards: -50.89999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 2202/10000, Total Frames: 40, Tiles Visited: 3, Total Rewards: -15.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2203/10000, Total Frames: 81, Tiles Visited: 3, Total Rewards: -31.699999999999953, Epsilon: 0.3, Policy: AGENT
Episode: 2204/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -32.09999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2205/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2206/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.900000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 2207/10000, Total Frames: 32, Tiles Visited: 3, Total Rewards: -12.200000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2208/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2209/10000, Total Frames: 60, Tiles Visited: 4, Total Rewards: -23.299999999999983, Epsilon: 0.3, Policy: AGENT
Episode: 2210/10000, Total Frames: 96, Tiles Visited: 3, Total Rewards: -37.79999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2211/10000, Total Frames: 146, Tiles Visited: 3, Total Rewards: -57.29999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 2212/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2213/10000, Total Frames: 49, Tiles Visited: 1, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2214/10000, Total Frames: 97, Tiles Visited: 4, Total Rewards: -38.19999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2215/10000, Total Frames: 67, Tiles Visited: 3, Total Rewards: -25.99999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2216/10000, Total Frames: 164, Tiles Visited: 4, Total Rewards: -64.99999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 2217/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2218/10000, Total Frames: 44, Tiles Visited: 3, Total Rewards: -16.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2219/10000, Total Frames: 106, Tiles Visited: 5, Total Rewards: -41.39999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2220/10000, Total Frames: 54, Tiles Visited: 3, Total Rewards: -21.09999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2221/10000, Total Frames: 96, Tiles Visited: 4, Total Rewards: -37.499999999999936, Epsilon: 0.3, Policy: AGENT
Episode: 2222/10000, Total Frames: 54, Tiles Visited: 5, Total Rewards: -20.89999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2223/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.7, Epsilon: 0.3, Policy: AGENT
Episode: 2224/10000, Total Frames: 94, Tiles Visited: 4, Total Rewards: -36.69999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2225/10000, Total Frames: 60, Tiles Visited: 5, Total Rewards: -23.499999999999982, Epsilon: 0.3, Policy: AGENT
Episode: 2226/10000, Total Frames: 175, Tiles Visited: 4, Total Rewards: -68.6999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2227/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.100000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2228/10000, Total Frames: 162, Tiles Visited: 4, Total Rewards: -63.89999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 2229/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -13.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2230/10000, Total Frames: 226, Tiles Visited: 3, Total Rewards: -88.80000000000018, Epsilon: 0.3, Policy: RISK
Episode: 2231/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.900000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 2232/10000, Total Frames: 96, Tiles Visited: 4, Total Rewards: -37.29999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2233/10000, Total Frames: 72, Tiles Visited: 4, Total Rewards: -28.199999999999964, Epsilon: 0.3, Policy: AGENT
Episode: 2234/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2235/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2236/10000, Total Frames: 191, Tiles Visited: 3, Total Rewards: -74.9, Epsilon: 0.3, Policy: RISK
Episode: 2237/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -14.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2238/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.90000000000001, Epsilon: 0.3, Policy: AGENT
Episode: 2239/10000, Total Frames: 125, Tiles Visited: 3, Total Rewards: -48.99999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 2240/10000, Total Frames: 80, Tiles Visited: 4, Total Rewards: -31.399999999999956, Epsilon: 0.3, Policy: AGENT
Episode: 2241/10000, Total Frames: 37, Tiles Visited: 4, Total Rewards: -14.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2242/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2243/10000, Total Frames: 88, Tiles Visited: 4, Total Rewards: -34.39999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2244/10000, Total Frames: 57, Tiles Visited: 4, Total Rewards: -22.199999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 2245/10000, Total Frames: 57, Tiles Visited: 4, Total Rewards: -22.099999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2246/10000, Total Frames: 56, Tiles Visited: 4, Total Rewards: -21.69999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2247/10000, Total Frames: 113, Tiles Visited: 4, Total Rewards: -44.29999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2248/10000, Total Frames: 70, Tiles Visited: 3, Total Rewards: -27.29999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2249/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2250/10000, Total Frames: 245, Tiles Visited: 3, Total Rewards: -96.7000000000003, Epsilon: 0.3, Policy: RISK
Episode: 2251/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 2252/10000, Total Frames: 123, Tiles Visited: 3, Total Rewards: -48.199999999999896, Epsilon: 0.3, Policy: AGENT
Episode: 2253/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.2, Epsilon: 0.3, Policy: AGENT
Episode: 2254/10000, Total Frames: 57, Tiles Visited: 4, Total Rewards: -22.299999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 2255/10000, Total Frames: 178, Tiles Visited: 3, Total Rewards: -70.09999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2256/10000, Total Frames: 47, Tiles Visited: 3, Total Rewards: -18.0, Epsilon: 0.3, Policy: AGENT
Episode: 2257/10000, Total Frames: 89, Tiles Visited: 3, Total Rewards: -34.99999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2258/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2259/10000, Total Frames: 80, Tiles Visited: 4, Total Rewards: -31.299999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 2260/10000, Total Frames: 93, Tiles Visited: 3, Total Rewards: -36.49999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2261/10000, Total Frames: 78, Tiles Visited: 4, Total Rewards: -30.199999999999957, Epsilon: 0.3, Policy: AGENT
Episode: 2262/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.500000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2263/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.500000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2264/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.9, Epsilon: 0.3, Policy: AGENT
Episode: 2265/10000, Total Frames: 85, Tiles Visited: 3, Total Rewards: -33.09999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2266/10000, Total Frames: 184, Tiles Visited: 4, Total Rewards: -72.29999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2267/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.599999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 2268/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.800000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2269/10000, Total Frames: 82, Tiles Visited: 4, Total Rewards: -32.19999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2270/10000, Total Frames: 135, Tiles Visited: 3, Total Rewards: -52.89999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 2271/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.199999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2272/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2273/10000, Total Frames: 77, Tiles Visited: 4, Total Rewards: -29.99999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2274/10000, Total Frames: 86, Tiles Visited: 4, Total Rewards: -33.39999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2275/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2276/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2277/10000, Total Frames: 44, Tiles Visited: 4, Total Rewards: -17.000000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2278/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2279/10000, Total Frames: 153, Tiles Visited: 3, Total Rewards: -60.299999999999855, Epsilon: 0.3, Policy: AGENT
Episode: 2280/10000, Total Frames: 87, Tiles Visited: 4, Total Rewards: -33.89999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2281/10000, Total Frames: 30, Tiles Visited: 3, Total Rewards: -11.400000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2282/10000, Total Frames: 126, Tiles Visited: 4, Total Rewards: -49.39999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 2283/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -13.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2284/10000, Total Frames: 309, Tiles Visited: 3, Total Rewards: -122.30000000000065, Epsilon: 0.3, Policy: RISK
Episode: 2285/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -19.099999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 2286/10000, Total Frames: 66, Tiles Visited: 3, Total Rewards: -25.499999999999975, Epsilon: 0.3, Policy: AGENT
Episode: 2287/10000, Total Frames: 161, Tiles Visited: 4, Total Rewards: -63.099999999999845, Epsilon: 0.3, Policy: AGENT
Episode: 2288/10000, Total Frames: 268, Tiles Visited: 3, Total Rewards: -106.10000000000043, Epsilon: 0.3, Policy: RISK
Episode: 2289/10000, Total Frames: 244, Tiles Visited: 12, Total Rewards: -96.4000000000003, Epsilon: 0.3, Policy: SAFE
Episode: 2290/10000, Total Frames: 69, Tiles Visited: 3, Total Rewards: -26.59999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2291/10000, Total Frames: 65, Tiles Visited: 4, Total Rewards: -25.399999999999977, Epsilon: 0.3, Policy: AGENT
Episode: 2292/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.6, Epsilon: 0.3, Policy: AGENT
Episode: 2293/10000, Total Frames: 121, Tiles Visited: 3, Total Rewards: -47.2999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2294/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -30.19999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2295/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 2296/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.600000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 2297/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.599999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 2298/10000, Total Frames: 209, Tiles Visited: 3, Total Rewards: -82.10000000000011, Epsilon: 0.3, Policy: RISK
Episode: 2299/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.600000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 2300/10000, Total Frames: 90, Tiles Visited: 3, Total Rewards: -35.29999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2301/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2302/10000, Total Frames: 100, Tiles Visited: 4, Total Rewards: -39.19999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2303/10000, Total Frames: 116, Tiles Visited: 4, Total Rewards: -45.799999999999905, Epsilon: 0.3, Policy: AGENT
Episode: 2304/10000, Total Frames: 90, Tiles Visited: 4, Total Rewards: -35.499999999999936, Epsilon: 0.3, Policy: AGENT
Episode: 2305/10000, Total Frames: 103, Tiles Visited: 3, Total Rewards: -40.49999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2306/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2307/10000, Total Frames: 119, Tiles Visited: 4, Total Rewards: -46.299999999999905, Epsilon: 0.3, Policy: AGENT
Episode: 2308/10000, Total Frames: 33, Tiles Visited: 5, Total Rewards: -12.500000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2309/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2310/10000, Total Frames: 39, Tiles Visited: 1, Total Rewards: -14.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2311/10000, Total Frames: 40, Tiles Visited: 3, Total Rewards: -15.200000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2312/10000, Total Frames: 42, Tiles Visited: 3, Total Rewards: -16.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2313/10000, Total Frames: 40, Tiles Visited: 4, Total Rewards: -15.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2314/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.799999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2315/10000, Total Frames: 265, Tiles Visited: 12, Total Rewards: -104.80000000000042, Epsilon: 0.3, Policy: SAFE
Episode: 2316/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -31.699999999999953, Epsilon: 0.3, Policy: AGENT
Episode: 2317/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2318/10000, Total Frames: 208, Tiles Visited: 3, Total Rewards: -81.90000000000009, Epsilon: 0.3, Policy: RISK
Episode: 2319/10000, Total Frames: 284, Tiles Visited: 12, Total Rewards: -112.20000000000051, Epsilon: 0.3, Policy: SAFE
Episode: 2320/10000, Total Frames: 155, Tiles Visited: 3, Total Rewards: -61.19999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 2321/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2322/10000, Total Frames: 268, Tiles Visited: 3, Total Rewards: -105.6000000000004, Epsilon: 0.3, Policy: RISK
Episode: 2323/10000, Total Frames: 87, Tiles Visited: 5, Total Rewards: -33.99999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2324/10000, Total Frames: 55, Tiles Visited: 4, Total Rewards: -21.19999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2325/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.300000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2326/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.8, Epsilon: 0.3, Policy: AGENT
Episode: 2327/10000, Total Frames: 215, Tiles Visited: 3, Total Rewards: -84.80000000000013, Epsilon: 0.3, Policy: AGENT
Episode: 2328/10000, Total Frames: 173, Tiles Visited: 3, Total Rewards: -68.0999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2329/10000, Total Frames: 144, Tiles Visited: 4, Total Rewards: -56.599999999999866, Epsilon: 0.3, Policy: AGENT
Episode: 2330/10000, Total Frames: 46, Tiles Visited: 3, Total Rewards: -17.6, Epsilon: 0.3, Policy: AGENT
Episode: 2331/10000, Total Frames: 73, Tiles Visited: 5, Total Rewards: -28.499999999999964, Epsilon: 0.3, Policy: AGENT
Episode: 2332/10000, Total Frames: 179, Tiles Visited: 4, Total Rewards: -70.89999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2333/10000, Total Frames: 94, Tiles Visited: 4, Total Rewards: -36.899999999999935, Epsilon: 0.3, Policy: AGENT
Episode: 2334/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2335/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2336/10000, Total Frames: 122, Tiles Visited: 3, Total Rewards: -47.8999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2337/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -31.99999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2338/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.600000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 2339/10000, Total Frames: 143, Tiles Visited: 3, Total Rewards: -56.199999999999875, Epsilon: 0.3, Policy: AGENT
Episode: 2340/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.5, Epsilon: 0.3, Policy: AGENT
Episode: 2341/10000, Total Frames: 263, Tiles Visited: 12, Total Rewards: -103.9000000000004, Epsilon: 0.3, Policy: SAFE
Episode: 2342/10000, Total Frames: 130, Tiles Visited: 4, Total Rewards: -50.89999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 2343/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.300000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2344/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.600000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2345/10000, Total Frames: 158, Tiles Visited: 4, Total Rewards: -62.099999999999845, Epsilon: 0.3, Policy: AGENT
Episode: 2346/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -13.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2347/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.3, Epsilon: 0.3, Policy: AGENT
